age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,poutcome,y
33,4,1,2,0,641,1,0,1,347,2,0,3,0
52,1,1,3,0,826,1,0,8,468,2,0,3,0
33,7,0,1,0,991,1,0,8,148,1,0,3,0
53,0,1,1,0,1796,0,0,7,295,1,2,2,1
46,0,1,1,0,22,0,0,1,388,6,0,3,1
44,9,2,1,0,244,1,0,1,1735,4,0,3,1
48,4,0,2,0,1328,1,0,8,339,1,0,3,0
50,3,1,1,0,7317,1,0,8,172,1,1,0,0
34,9,2,1,0,4943,1,1,9,117,2,0,3,0
38,9,2,1,0,258,0,1,6,587,2,0,3,0
42,4,2,2,0,515,1,0,9,501,2,0,3,0
32,4,2,2,0,12607,0,0,1,203,5,1,0,0
58,0,1,1,0,2,1,1,5,282,9,0,3,0
31,4,1,2,0,13,0,0,1,110,5,0,3,0
19,8,2,0,0,103,0,0,5,104,2,0,3,1
41,4,1,2,0,3872,0,0,10,231,1,0,3,0
31,10,1,1,0,296,1,0,8,378,3,0,3,0
52,6,2,0,0,217,0,1,5,193,6,0,3,0
42,6,0,2,0,360,1,0,6,110,5,0,3,0
41,1,2,1,0,428,1,0,8,92,1,0,3,0
30,1,2,1,0,315,0,0,6,1407,1,0,3,1
38,1,1,1,0,121,1,1,3,168,1,2,0,0
32,4,1,2,0,820,1,0,5,738,3,0,3,0
52,9,1,1,0,195,1,0,3,220,1,5,0,1
48,4,0,2,0,108,1,0,8,89,2,0,3,0
36,4,1,2,0,-381,1,0,5,30,29,0,3,0
45,10,0,0,0,757,0,0,0,103,1,4,0,0
34,9,1,2,0,691,1,1,6,70,1,0,3,0
36,1,1,0,0,1925,1,0,0,904,2,0,3,1
34,4,1,2,0,902,1,0,8,159,1,2,1,0
61,5,1,1,0,5207,0,0,11,336,1,2,1,0
54,7,1,1,0,0,0,0,6,220,1,0,3,0
50,2,1,1,0,665,0,0,9,238,1,0,3,0
43,0,0,1,0,738,1,0,9,585,4,4,0,0
47,1,1,0,0,233,0,0,1,293,3,0,3,0
45,7,1,1,0,-839,1,0,8,68,1,0,3,0
57,5,1,0,0,5799,0,0,6,97,1,0,3,0
27,0,1,1,0,1033,1,0,8,1713,1,0,3,0
49,10,0,1,0,66,0,0,5,218,3,0,3,0
43,7,1,0,0,2567,1,0,8,109,1,2,0,0
40,4,1,2,0,1584,1,0,9,661,1,0,3,0
32,7,2,1,0,182,1,0,8,145,1,0,3,0
58,4,1,0,0,76,1,0,8,54,4,0,3,0
34,0,2,1,0,663,1,0,0,111,1,0,3,0
46,9,0,1,0,3455,1,0,8,566,2,0,3,0
29,1,1,1,0,15,0,0,6,136,1,0,3,0
52,1,1,0,0,1054,0,0,1,273,1,0,3,0
45,4,1,2,0,1529,0,0,6,160,1,0,3,0
26,4,2,1,0,63,0,0,5,76,4,0,3,0
40,9,1,2,0,0,0,0,1,44,1,0,3,0
41,0,1,1,0,920,1,1,8,239,1,0,3,0
47,0,2,1,0,3696,0,0,5,250,2,4,2,1
27,9,2,3,0,59,0,0,5,792,4,0,3,0
27,7,1,1,0,0,1,0,5,198,13,0,3,0
48,1,1,1,0,157,1,0,8,73,1,0,3,0
49,0,1,1,0,2465,0,0,1,157,3,0,3,0
35,1,1,0,0,0,1,0,5,90,6,0,3,0
47,6,1,1,1,2,0,0,3,236,2,0,3,0
54,4,1,2,0,0,0,0,5,118,5,0,3,0
39,4,2,2,0,12437,0,0,9,40,1,0,3,0
28,8,2,1,0,378,1,0,0,346,1,0,3,0
54,1,1,0,0,211,0,0,6,200,2,0,3,0
34,9,1,1,0,-228,1,0,0,187,3,3,1,0
63,5,1,1,0,2747,0,0,11,113,1,1,0,0
42,6,1,2,0,1932,1,0,8,192,32,0,3,0
43,9,2,1,0,11269,0,0,8,92,1,0,3,0
37,0,1,1,0,1314,1,0,8,682,2,7,2,0
55,1,1,0,0,2275,0,0,1,139,9,0,3,0
43,4,2,2,0,1304,0,0,1,501,2,0,3,1
41,1,1,1,1,720,0,1,5,651,1,0,3,1
47,9,0,1,0,2914,1,0,1,405,13,0,3,0
34,9,1,1,0,1464,1,0,8,350,1,0,3,0
28,8,2,1,0,11555,0,0,0,125,2,0,3,0
36,7,1,1,0,-302,1,0,8,36,2,0,3,0
50,9,1,1,0,2497,1,0,9,35,1,1,0,0
35,1,1,1,0,-339,1,0,8,389,2,0,3,0
40,9,1,1,0,56,1,1,4,194,1,1,0,0
26,6,2,2,0,211,0,0,4,168,3,0,3,0
36,4,0,2,0,3611,1,0,6,347,3,0,3,0
59,10,1,0,0,0,0,0,4,3025,2,0,3,0
28,8,2,1,0,459,0,0,7,83,13,0,3,0
46,2,1,3,0,242,1,0,8,332,2,0,3,0
50,6,1,1,0,1138,0,0,1,219,10,0,3,0
53,4,1,2,0,1319,1,0,0,427,1,1,0,0
81,5,1,1,0,1,0,0,1,65,5,0,3,0
35,7,0,1,0,67,1,0,8,192,2,0,3,0
58,5,1,3,0,937,0,0,1,155,1,0,3,0
44,7,1,1,0,0,1,1,8,161,1,0,3,0
38,4,1,2,0,-558,1,0,5,533,1,0,3,0
49,1,1,1,0,171,0,0,3,19,3,2,1,0
33,9,2,2,0,696,0,1,3,193,1,8,0,0
29,4,1,2,0,361,1,1,5,819,3,0,3,0
28,9,2,1,0,227,0,0,0,278,1,0,3,1
31,0,1,1,0,236,1,1,8,211,3,0,3,0
33,4,2,2,0,-53,0,0,4,617,2,0,3,0
52,9,1,1,0,192,1,0,5,61,2,0,3,0
43,4,0,2,0,38,1,0,5,197,6,0,3,0
32,6,2,1,0,518,1,0,8,34,7,0,3,0
36,6,1,2,0,16,1,1,5,95,4,0,3,0
41,1,1,1,0,-256,1,0,6,147,2,0,3,0
43,1,1,1,0,105,0,1,5,668,2,0,3,0
45,6,1,2,0,334,0,0,6,87,2,0,3,0
39,9,1,1,0,1048,0,1,5,405,1,0,3,0
41,7,1,1,0,108,1,1,8,83,7,0,3,0
31,9,1,1,0,660,0,0,6,115,1,0,3,0
37,10,2,2,1,0,1,0,5,108,1,0,3,0
28,2,1,3,0,1034,0,0,4,113,1,0,3,0
47,3,1,0,0,201,1,0,1,58,2,1,0,0
37,3,1,0,0,189,0,0,1,148,4,0,3,0
60,5,0,3,0,-49,1,0,4,188,1,2,0,0
43,9,0,1,0,1413,1,0,5,75,3,0,3,0
58,5,0,2,0,264,1,1,5,523,3,0,3,0
52,2,1,2,0,54,1,1,9,103,1,0,3,0
50,1,1,0,0,12519,1,0,0,146,2,4,2,0
32,7,2,1,0,2881,0,0,5,356,1,0,3,1
42,1,1,0,0,0,1,0,5,71,1,0,3,0
31,0,1,1,0,88,1,1,1,189,2,0,3,0
28,1,1,1,0,1020,1,0,8,251,1,0,3,0
36,9,0,2,0,119,0,0,5,127,8,0,3,0
51,10,2,2,0,1594,0,0,3,197,1,0,3,0
46,9,1,2,0,342,1,1,8,84,1,0,3,0
50,7,2,1,0,72,0,0,8,141,2,0,3,0
32,1,1,1,0,14,1,0,6,171,1,0,3,0
26,2,2,2,0,81,0,0,5,262,3,0,3,0
41,6,1,2,0,231,0,0,1,352,2,0,3,1
39,9,1,2,0,1161,1,0,0,236,1,1,0,0
31,1,1,1,0,-45,1,0,6,184,1,0,3,0
28,4,2,2,0,231,1,1,5,568,2,0,3,0
31,4,2,1,0,36,0,0,1,105,2,0,3,0
30,9,1,2,0,1570,1,0,8,260,1,0,3,0
35,9,1,2,0,7050,0,0,1,222,3,4,2,1
33,1,1,0,0,3704,1,0,6,447,2,0,3,0
30,9,2,2,0,6619,1,0,1,239,8,0,3,0
32,1,2,1,0,-84,1,0,8,426,1,0,3,0
40,4,2,2,0,1509,0,0,8,333,1,3,0,0
31,6,1,2,0,1134,0,0,3,174,2,0,3,0
36,9,1,1,0,146,1,1,8,284,2,0,3,0
33,4,2,2,0,9449,1,0,8,428,1,0,3,0
57,5,1,1,0,374,1,1,5,236,1,0,3,0
45,9,1,1,0,88,0,0,1,150,2,0,3,0
59,4,1,2,0,2764,0,0,2,237,1,2,0,0
30,4,2,2,0,2,1,1,5,1031,8,0,3,1
33,9,1,2,0,8023,0,0,9,107,1,3,0,0
52,1,1,1,0,289,1,0,8,45,13,0,3,0
83,5,1,1,0,0,0,0,7,140,10,0,3,0
58,6,0,2,0,1382,0,0,6,700,1,0,3,1
33,4,0,2,1,280,0,1,9,155,1,0,3,0
41,1,0,0,0,2195,1,0,6,211,5,0,3,0
31,6,1,1,0,33,0,0,1,165,4,0,3,0
35,1,0,1,0,275,0,1,5,144,5,0,3,0
27,4,2,2,0,703,1,0,6,590,3,0,3,1
57,0,0,3,0,887,0,0,6,43,8,0,3,0
56,11,1,3,0,0,0,0,6,471,2,0,3,0
53,0,2,1,0,1178,1,0,8,295,2,0,3,0
39,4,1,2,0,2763,1,0,6,526,2,0,3,1
32,2,2,2,0,890,1,1,1,27,10,0,3,0
46,6,1,1,0,548,0,0,1,1181,4,0,3,1
56,9,1,2,0,272,0,0,1,103,2,0,3,0
46,4,0,2,0,6269,1,0,9,249,3,2,0,0
29,2,1,1,0,178,1,0,8,231,4,0,3,0
60,4,1,0,0,252,1,1,0,123,2,3,0,0
33,3,2,2,0,23663,1,0,0,199,2,2,0,0
27,2,2,2,0,81,0,0,3,197,1,3,0,0
50,6,0,2,0,59,1,0,8,67,2,0,3,0
45,7,1,1,0,1343,0,1,5,220,1,0,3,0
58,5,1,1,0,225,0,0,1,122,6,0,3,0
59,5,1,0,0,0,1,0,8,104,7,0,3,0
58,5,0,0,0,2538,1,0,5,307,6,0,3,0
64,5,1,0,0,43,0,0,7,117,1,1,2,0
47,9,1,1,0,57,0,0,8,253,1,1,2,0
40,4,1,2,0,-117,1,0,5,770,2,0,3,0
36,9,0,1,0,666,1,1,0,190,1,1,1,0
28,4,2,2,0,0,1,0,5,767,5,0,3,1
38,9,2,2,0,25,1,0,6,232,2,0,3,1
53,2,1,0,0,1034,1,0,9,854,2,3,1,0
46,1,2,1,0,324,1,0,8,293,6,0,3,0
54,9,1,1,0,0,0,0,9,986,1,8,0,0
32,4,1,2,0,0,0,0,9,66,1,0,3,0
55,4,1,0,0,621,0,1,3,114,1,1,0,0
55,5,0,1,0,138,0,0,5,205,1,0,3,0
56,9,1,1,0,4063,0,1,5,31,4,0,3,0
40,1,1,1,0,11084,0,0,6,113,1,0,3,0
44,9,1,1,0,310,1,0,3,200,1,1,0,0
32,2,1,3,0,73,1,0,9,158,1,1,0,0
33,4,1,2,0,1808,1,0,6,99,4,0,3,0
41,10,0,1,0,1281,0,0,5,45,3,0,3,0
37,9,1,1,0,64,1,0,8,239,4,2,1,0
58,4,2,2,0,2,1,0,8,168,3,0,3,0
52,1,1,1,0,60,0,1,1,196,2,0,3,0
49,7,2,1,0,133,0,0,6,319,6,0,3,0
44,3,1,0,0,3706,0,0,6,209,3,0,3,0
28,0,2,3,0,174,0,0,11,184,1,0,3,0
31,9,1,1,0,251,0,1,1,156,2,0,3,0
37,6,1,1,0,4153,1,0,5,35,16,0,3,0
30,9,2,2,0,985,1,0,3,88,2,0,3,0
28,7,2,1,0,168,0,0,6,347,3,2,2,1
46,7,1,1,0,1550,1,0,0,126,2,8,0,0
47,4,1,2,0,7708,1,0,9,157,5,0,3,0
35,1,1,0,0,-12,1,0,8,212,5,0,3,0
80,4,1,0,0,6483,0,0,10,123,1,0,3,0
30,9,2,2,0,60,1,1,8,306,5,0,3,0
55,9,2,1,0,3339,1,0,6,63,1,0,3,0
22,8,2,2,0,1161,0,1,6,119,1,0,3,0
33,1,2,0,0,599,1,0,8,29,1,0,3,0
53,2,1,3,0,28,0,0,5,117,2,0,3,0
49,4,1,2,0,1430,0,0,9,231,2,0,3,0
51,5,1,1,0,35,0,1,5,123,4,0,3,0
41,6,1,2,0,6000,1,0,9,265,1,0,3,0
34,9,1,1,0,0,1,0,5,144,1,0,3,0
36,1,2,1,0,340,0,1,6,559,3,0,3,0
35,2,1,2,0,0,0,0,8,74,1,4,0,0
29,7,1,1,0,3,1,0,5,183,1,0,3,0
40,9,2,2,0,445,1,0,5,631,1,0,3,0
32,4,0,2,0,874,0,0,1,1282,6,0,3,1
48,1,1,1,0,705,0,0,8,108,2,0,3,0
59,5,1,3,0,1033,0,0,6,1199,1,0,3,1
35,6,0,2,0,1354,1,0,8,736,2,0,3,1
33,9,2,2,0,123,0,0,1,264,1,0,3,0
55,5,1,0,0,8894,0,0,6,262,1,0,3,0
41,1,1,1,0,429,1,0,8,244,1,0,3,0
42,3,1,0,0,14752,0,0,8,107,2,0,3,0
46,1,1,0,0,67,0,0,6,9,1,0,3,0
35,3,0,1,0,39,0,0,5,149,2,0,3,0
28,9,2,2,0,102,0,0,4,321,2,0,3,0
25,8,2,1,0,1790,0,0,0,224,1,3,0,0
56,4,2,2,0,15311,0,0,0,157,6,0,3,0
30,0,2,1,0,-635,0,0,5,250,1,0,3,0
45,1,1,1,0,115,0,0,1,209,4,0,3,0
40,4,1,2,0,10786,0,0,6,111,3,0,3,0
40,1,1,1,0,498,1,0,8,55,2,4,0,0
39,1,1,1,0,1045,1,1,5,290,13,0,3,0
48,2,1,2,0,810,0,0,6,383,1,0,3,0
31,9,2,2,0,-162,1,0,8,380,1,0,3,0
32,4,1,2,0,55,0,0,3,124,3,0,3,0
34,7,1,1,0,586,1,1,8,224,2,0,3,0
26,9,2,1,0,455,0,0,4,240,1,8,1,0
31,4,1,2,0,1010,1,0,8,385,3,9,1,0
37,4,2,2,0,509,1,0,8,133,1,0,3,0
29,8,2,3,0,2929,0,0,1,91,1,0,3,0
57,9,1,1,0,3071,1,1,8,63,3,0,3,0
47,4,2,2,0,153,1,0,9,192,2,0,3,0
38,6,2,1,0,1146,1,0,8,91,2,0,3,0
48,1,1,0,0,1092,0,1,9,79,1,8,0,0
50,4,1,2,0,3463,0,1,10,96,1,0,3,1
33,0,1,1,0,1158,1,0,0,25,2,0,3,0
28,0,2,1,0,26,1,0,8,227,2,0,3,0
30,7,2,1,0,566,0,0,3,110,1,0,3,0
52,9,0,1,0,204,0,0,1,134,2,0,3,0
36,9,1,1,0,480,0,0,10,213,1,0,3,1
36,9,2,1,0,1855,1,0,3,75,1,1,0,0
46,7,1,1,0,1034,0,0,1,109,2,0,3,0
57,4,1,2,0,3250,0,0,1,162,3,0,3,0
28,4,2,1,0,1633,0,0,6,275,1,0,3,1
46,7,1,1,0,0,1,0,6,154,1,1,1,0
55,5,1,0,0,3334,0,0,1,632,4,0,3,1
33,4,1,2,0,4020,1,1,0,251,1,0,3,0
53,4,1,1,0,66,0,1,5,141,1,0,3,0
41,9,2,1,0,-41,1,1,0,154,1,0,3,0
60,1,1,1,0,322,1,0,8,63,1,0,3,0
35,2,1,0,0,2643,0,1,5,259,1,0,3,0
43,1,0,0,0,49,1,0,8,100,1,0,3,0
57,0,0,0,0,1,0,0,8,17,10,0,3,0
46,0,1,1,0,3098,1,0,9,192,9,0,3,0
31,1,1,0,0,352,1,0,8,97,9,0,3,0
53,9,1,1,0,65,0,0,1,41,2,0,3,0
35,1,1,1,0,1949,1,0,6,200,3,0,3,0
32,0,2,1,0,739,1,0,9,91,3,0,3,0
48,4,1,2,0,1167,1,1,6,264,1,0,3,1
50,0,1,1,0,231,1,0,9,397,2,0,3,0
40,1,1,0,0,1136,1,0,8,86,1,0,3,0
42,2,1,2,0,233,0,0,3,446,1,0,3,0
59,0,1,1,0,817,0,0,0,304,1,0,3,0
27,1,2,0,0,1128,1,0,6,88,4,0,3,0
32,4,2,2,0,1831,1,0,0,86,2,0,3,0
35,9,2,1,0,450,1,0,8,63,1,0,3,0
28,7,1,1,0,0,1,0,8,335,2,8,0,0
37,4,0,1,0,414,0,0,4,293,2,4,0,0
57,4,1,0,0,1052,1,0,8,227,4,0,3,0
42,0,2,1,0,1022,1,0,8,146,2,0,3,0
55,0,1,0,0,343,1,0,5,276,3,0,3,0
52,4,1,2,0,1944,1,0,0,238,3,2,0,0
26,1,2,1,0,-32,1,1,5,14,6,0,3,0
52,9,1,1,0,1781,1,0,8,144,2,0,3,0
26,4,2,2,0,350,0,0,5,367,1,0,3,0
33,10,1,1,0,2,1,0,5,132,1,0,3,0
24,1,2,0,0,111,1,1,8,42,4,0,3,0
37,4,0,2,0,168,1,0,6,227,1,0,3,0
28,9,2,1,0,3,0,0,8,40,8,6,0,0
30,9,2,1,0,102,1,0,8,614,2,0,3,0
33,1,1,0,0,0,1,0,8,270,1,0,3,0
55,11,1,0,0,159,0,0,11,15,1,0,3,0
33,1,1,1,0,1134,1,0,8,304,2,0,3,0
42,1,1,1,0,352,1,0,8,79,3,0,3,0
37,4,1,2,0,865,1,0,6,101,1,0,3,0
59,1,1,0,0,179,1,0,8,55,3,0,3,0
27,1,2,1,0,5,1,0,8,205,3,0,3,0
23,8,1,2,1,-230,1,0,8,259,2,0,3,0
51,4,0,2,0,0,0,0,1,60,2,0,3,0
50,1,1,0,0,3924,1,0,0,122,2,0,3,0
43,9,1,1,0,764,1,0,5,557,5,0,3,0
37,1,0,0,0,511,1,0,8,42,1,0,3,0
34,4,2,2,0,4348,1,0,1,373,8,0,3,0
41,4,1,2,0,3016,1,0,5,80,3,0,3,0
26,8,2,1,0,279,0,0,8,239,3,0,3,0
49,4,0,2,0,1405,0,0,6,29,1,0,3,0
29,1,2,1,0,908,1,0,6,1663,1,0,3,1
30,4,2,2,0,162,1,0,8,186,4,0,3,0
38,7,0,1,0,792,0,0,6,430,1,0,3,0
58,4,1,1,0,111,0,0,7,58,2,0,3,0
34,8,2,3,0,1281,0,0,1,279,1,1,0,0
53,7,0,3,0,1012,1,0,5,332,2,0,3,0
50,4,1,2,0,2881,0,0,1,510,2,5,1,0
30,1,2,1,0,445,1,0,0,218,1,2,0,0
40,4,1,1,0,643,1,0,0,74,2,1,0,0
57,3,2,1,0,254,0,0,10,676,1,0,3,0
40,4,1,2,0,-1212,1,0,8,1259,2,18,0,0
41,9,1,1,0,2125,1,1,9,285,3,4,0,0
53,9,0,3,0,629,1,0,8,298,1,0,3,0
48,1,1,1,0,-202,1,1,5,225,4,0,3,0
32,9,2,1,0,271,1,0,8,80,2,2,1,0
34,4,1,2,0,703,1,0,0,342,1,0,3,1
46,1,1,1,0,-216,1,0,5,404,3,0,3,0
45,7,0,1,0,88,0,1,5,332,1,0,3,0
51,0,2,2,0,16,1,0,4,158,1,0,3,0
31,4,1,1,0,466,1,0,8,164,1,0,3,0
47,9,1,1,0,-75,1,0,3,57,1,1,1,0
32,1,1,1,0,456,0,0,8,121,1,0,3,0
41,9,1,1,0,77,1,0,8,56,1,0,3,0
37,7,2,1,0,-244,0,0,5,178,1,0,3,0
27,1,2,0,0,1209,0,0,4,283,1,0,3,0
27,7,1,1,0,58,1,0,8,113,1,2,1,0
50,4,1,1,1,421,0,0,9,22,5,0,3,0
31,4,2,2,0,112,1,0,3,159,2,1,0,0
40,6,1,2,0,13669,0,0,10,138,1,8,1,0
43,4,1,2,0,1429,1,0,9,1015,1,2,1,1
39,9,1,2,0,794,0,0,3,182,1,0,3,0
31,2,2,2,0,1957,0,0,3,112,3,0,3,0
48,9,1,1,0,454,1,0,5,114,1,0,3,0
32,1,2,0,0,882,0,1,5,80,8,0,3,0
47,10,1,0,0,168,1,0,4,66,1,1,1,0
35,4,2,2,0,714,1,0,1,135,22,0,3,0
42,4,2,2,0,0,0,0,11,99,1,0,3,0
47,1,1,1,0,1996,0,0,6,761,2,0,3,1
59,5,1,1,0,163,0,0,5,464,1,0,3,0
38,0,1,1,0,3190,1,0,6,20,2,0,3,0
50,10,1,1,0,1772,0,0,5,206,4,0,3,0
27,7,2,1,0,-151,0,0,5,283,2,0,3,0
55,3,1,0,0,16,0,0,6,64,1,0,3,0
39,7,2,1,0,7066,1,0,8,667,3,3,1,1
31,9,2,2,0,454,0,0,3,73,3,0,3,0
37,2,1,2,0,4798,1,0,8,156,2,0,3,0
28,9,2,1,1,-298,1,0,6,559,7,0,3,0
42,9,1,1,0,439,0,0,1,143,2,0,3,0
40,7,0,1,0,1927,1,0,8,62,1,0,3,0
59,4,2,1,0,671,1,1,4,219,2,5,0,0
40,7,2,1,0,65,1,0,8,15,3,0,3,0
43,9,1,1,0,-932,1,0,0,567,1,0,3,0
38,9,2,1,0,4366,1,0,5,188,2,0,3,0
54,5,1,0,0,0,1,0,5,159,2,0,3,0
41,1,1,1,0,4900,1,0,5,121,2,0,3,0
55,3,0,0,0,976,0,0,6,345,1,3,1,1
33,4,1,2,0,148,0,0,8,717,1,0,3,0
46,1,1,1,0,5,0,0,1,71,3,0,3,0
36,4,1,1,0,-148,0,0,9,144,2,0,3,0
48,9,0,2,0,113,0,1,5,38,1,0,3,0
42,4,1,1,0,-105,1,0,1,60,2,0,3,0
46,4,0,2,0,624,0,0,11,336,2,2,2,1
49,9,1,1,1,-1680,1,1,6,92,4,0,3,0
36,1,1,1,0,-461,0,0,8,254,2,1,0,0
34,9,2,2,0,144,1,1,10,104,1,19,0,0
51,2,0,2,0,4,1,1,0,74,5,0,3,0
58,1,1,0,0,309,0,0,1,156,2,0,3,0
48,4,1,2,0,866,0,0,4,146,2,0,3,0
41,0,2,1,0,1020,1,0,8,882,1,0,3,1
49,6,1,0,0,489,1,0,8,84,4,0,3,0
43,4,1,0,0,8167,1,0,8,114,2,0,3,0
32,1,2,1,0,-255,0,1,5,957,3,0,3,0
54,5,1,1,0,3671,0,0,6,67,3,0,3,0
33,1,0,0,0,636,1,0,5,211,11,0,3,0
35,9,1,1,0,141,1,0,1,299,2,0,3,0
56,9,1,1,0,150,1,1,8,102,6,1,0,0
57,9,1,1,0,839,0,1,8,225,1,0,3,0
31,3,2,0,0,26965,0,0,0,654,2,0,3,1
33,9,2,1,0,716,1,0,8,234,2,0,3,0
29,9,2,2,0,2485,0,0,5,48,6,0,3,0
38,4,2,2,0,15030,1,0,8,167,1,7,1,0
37,0,1,1,0,11303,0,0,8,500,2,0,3,0
33,2,1,2,0,595,0,0,1,22,2,0,3,0
30,4,2,2,0,19358,0,0,9,258,2,0,3,0
31,6,2,1,0,203,0,1,9,177,1,0,3,0
28,9,2,2,0,183,1,1,8,62,2,0,3,0
26,0,2,1,0,255,0,0,0,457,1,1,2,1
31,9,2,1,0,102,1,0,0,460,2,2,0,0
50,3,0,0,0,94,1,0,5,184,4,0,3,0
45,2,1,0,0,58,1,0,8,119,3,3,0,0
48,4,1,0,0,606,0,0,7,77,6,0,3,0
41,9,1,1,0,0,0,1,5,107,1,0,3,0
60,9,1,0,0,65,1,0,8,1028,2,0,3,1
41,1,1,1,0,338,1,0,8,87,1,0,3,0
43,1,1,0,0,757,1,0,8,315,4,0,3,0
36,4,1,2,0,9269,1,1,9,107,2,0,3,0
40,1,1,0,0,1206,0,1,5,201,5,0,3,0
28,4,2,2,0,882,0,1,4,94,1,2,0,0
27,8,2,2,0,5291,0,0,9,192,2,2,0,1
49,4,2,1,0,61,1,0,4,185,2,1,0,0
37,9,1,2,0,0,1,0,9,77,1,0,3,0
31,1,1,1,0,1407,1,0,8,142,3,0,3,0
31,9,2,1,1,25,0,0,3,381,1,0,3,0
31,1,1,1,0,1354,1,1,9,222,2,0,3,0
35,1,1,0,0,793,1,0,0,106,1,0,3,0
51,1,0,3,0,10287,1,0,8,117,1,0,3,0
33,9,2,1,0,5235,0,0,1,67,3,0,3,0
30,9,2,2,0,3,1,0,8,45,2,2,0,0
58,9,2,1,0,409,0,1,5,643,2,0,3,0
34,0,1,2,0,35,1,0,10,76,1,2,0,0
45,4,1,2,0,-459,0,0,1,508,6,0,3,0
28,7,2,1,0,198,0,0,5,128,2,0,3,1
31,1,1,0,0,99,1,0,0,193,2,1,1,0
40,4,1,2,0,60,0,0,6,172,6,0,3,0
30,7,2,1,0,3485,0,0,3,142,2,0,3,0
34,2,1,1,0,-139,1,1,8,492,2,0,3,0
40,1,1,1,0,952,0,1,6,140,1,0,3,0
59,5,1,0,0,1427,0,0,6,140,2,0,3,0
43,9,2,2,0,1017,1,0,8,257,2,0,3,0
41,4,1,2,0,-29,0,0,4,41,2,2,0,0
33,9,0,1,0,9,0,0,1,91,2,0,3,0
33,4,1,1,0,4040,1,0,0,132,2,0,3,0
36,1,1,1,0,13,0,0,6,284,1,0,3,0
32,6,2,1,0,1259,0,0,5,184,2,0,3,0
25,0,1,1,0,18,1,0,5,225,1,0,3,0
25,1,1,1,0,-76,1,0,8,241,3,0,3,0
38,9,2,2,0,221,0,0,1,79,3,0,3,0
34,4,1,2,0,136,1,0,0,156,1,0,3,0
67,1,1,1,0,16353,0,0,10,223,2,0,3,0
32,1,1,1,0,-63,1,0,8,198,1,0,3,0
45,3,1,0,0,7353,0,0,1,536,2,0,3,0
33,1,1,0,0,511,1,0,8,304,2,0,3,0
38,0,1,0,0,3913,1,0,0,196,2,2,0,0
32,9,0,1,0,1097,1,0,8,298,2,0,3,0
54,5,0,2,0,6102,1,1,8,86,6,0,3,0
51,0,0,1,0,340,1,0,8,186,1,0,3,0
42,1,1,0,0,-119,1,0,5,167,3,0,3,0
41,0,1,1,0,2993,1,0,5,24,12,0,3,0
39,4,0,2,0,3575,0,1,1,74,3,0,3,0
38,1,1,1,0,361,1,0,6,601,1,0,3,0
39,4,1,1,0,1072,1,0,8,1168,2,0,3,0
46,1,1,0,0,2904,0,0,0,277,2,0,3,0
50,2,0,2,0,1790,0,1,3,748,3,0,3,0
33,1,1,1,0,86,1,0,8,364,1,0,3,0
37,9,1,1,0,1633,1,0,8,229,3,0,3,0
31,4,1,2,0,8312,0,0,1,43,13,0,3,0
34,1,0,3,0,172,0,0,6,177,1,0,3,1
34,4,1,2,0,0,1,0,1,262,1,2,2,1
36,4,1,2,0,222,1,0,8,317,1,2,0,0
40,9,1,1,0,109,0,0,6,402,22,0,3,0
40,1,1,1,0,1451,0,0,6,314,1,0,3,1
41,9,1,1,0,1066,0,0,3,109,3,0,3,1
52,4,1,2,0,3163,0,0,1,56,6,0,3,0
40,7,2,1,0,888,1,0,8,169,2,0,3,0
48,1,2,3,0,428,1,0,8,127,1,0,3,0
33,4,0,1,0,106,0,0,1,175,3,0,3,0
44,9,0,1,0,0,0,0,1,56,2,0,3,0
55,4,1,2,0,979,0,1,5,123,1,0,3,0
51,0,1,1,0,2662,0,0,4,148,2,0,3,0
34,4,2,2,0,84,0,0,3,231,1,0,3,0
58,5,0,3,0,5920,1,0,5,255,1,0,3,0
39,4,2,2,0,816,1,0,1,37,3,0,3,0
27,10,2,1,0,3276,0,0,1,106,1,2,1,0
55,4,0,3,0,2,1,0,8,95,1,0,3,0
35,9,2,1,0,-51,0,0,5,134,2,0,3,0
37,9,2,2,0,3315,1,0,0,820,2,0,3,0
52,9,1,1,0,196,1,1,3,116,1,3,0,0
41,1,1,1,0,552,1,0,8,463,1,0,3,0
52,0,1,1,0,2347,0,1,1,603,3,0,3,0
34,1,2,1,0,3723,1,0,8,47,5,0,3,0
53,4,0,0,0,255,0,0,9,126,1,0,3,0
33,4,2,2,0,3143,0,0,6,421,2,0,3,1
47,6,1,1,0,0,0,0,6,174,8,0,3,0
35,1,1,1,0,6411,1,1,4,144,1,2,0,0
33,4,2,2,0,1909,0,0,1,191,2,0,3,0
55,1,1,0,0,3873,0,0,0,222,1,0,3,0
58,6,1,0,0,1013,1,0,1,206,1,1,0,1
44,0,1,1,0,262,1,0,5,74,1,0,3,0
25,7,2,1,0,3217,1,0,8,24,1,0,3,0
37,9,2,1,0,5436,1,0,8,7,11,1,0,0
41,1,1,0,0,2067,1,0,8,493,7,0,3,0
34,1,2,1,0,215,0,0,7,350,3,0,3,1
36,7,0,1,0,1594,0,0,6,250,3,0,3,0
44,6,1,2,0,134,0,0,1,86,4,0,3,0
34,2,0,2,0,262,0,0,9,371,1,0,3,0
